Id,EssaySet,Score1,Score2,EssayText
21575,8,1,2,feel embarrass mr leonard felt Narah feel call upon read aloud didnt know answer everyone els knew like fact mr leonard given time help excel cometh
23892,9,1,1,author organ talk space junk first happen left Alon also tell brief history space explore first get recent time end talk space junk become problem
21286,8,2,2,paul found mr leonard star college broke record hurdle paul later found mr leonard flunk college know read paul relate know read know feel embarrass mr leonard paul want return favor help learn read
18591,7,2,1,rose want help family much possible want set mother aunt paragraph say told truth would hurt aunt probabl aunt would tell mother
23665,9,0,0,author orbit junk explain junk space come doen earth made damage damage smaller junk seen
6021,3,1,1,differ python china panda australia koala panda koala eat bamboo eucalyptus python would rather eat anim Ali
8451,4,1,1,signific word invars mean anim purpose trespass invade Aneth creature territory word introduce signific mean anim bought taken Aneth creature territory third parti whether human Aneth anim even term invars specie unfair mr inner said introduce think invars pass judgement python mc inner said wonder introduct think best thing happen everglade last year
5371,3,1,2,panda china similar koala australia differ python python like human generalist live age favor generalist rather specialist generalist effect adapt howel panda koala specialist eat almost not bamboo eucalyptus leave almost Ecclus therefor unlike python cannot adjust
9017,4,0,0,signific word invars people use word invars specie mean anim harm kept pet author think unfair treat anim python well hurt back harm anyon household taken care
20438,8,1,1,story paul find mr leonard track star make paul wonder wan told make want ask mr leonard paul ask mr leonard tell expert college flunk paul seem shock figure mr leonard tri help get good cometh also respect paul tri get help problem read rely other
17021,7,0,0,rose guilty rose nt answer told truth would hurt aunt probabl aunt would tell mother
9559,4,0,0,word invars signific article paragraph show word unfair reaserchen wrong
18107,7,1,1,work hard aunt offer work make money
8689,4,1,1,signific word invars article invars specie uncheck predate like article say everglade python swallow Allix basic invars specie predate
4970,3,0,0,china panda australia koala bear similar eat one kind food phyton eat Anyah pretty much that phyton differ panda koala koala eat eucalyptus leave panda eat bamboo
17446,7,0,0,one trait describe rose handwork story show talk day long go school restaur home help dinner final homework relate convert aunt Polab aunt see hard work exhaust rose come morn aunt ask feel weigh help family
24349,9,2,1,author organ article sequent order article start tell space junk author tell affect satellite final author explain debris small make hard astronaut see article sequent order show sequence event happen
